iter	MultiClass
210	0.8984987239
211	0.8983815632
212	0.89824822
213	0.8981102292
214	0.8979953729
215	0.8978397737
216	0.8977364885
217	0.8976238001
218	0.8975283195
219	0.8974149297
220	0.8973123791
221	0.8972277695
222	0.897099136
223	0.8970369951
224	0.8969347296
225	0.8968268205
226	0.8967496759
227	0.8966403815
228	0.896568348
229	0.8964692117
230	0.8963572705
231	0.896257604
232	0.8961978722
233	0.8960814854
234	0.8959885768
235	0.8958116765
236	0.8957296311
237	0.8956305327
238	0.8955290439
239	0.8953806717
240	0.8952748314
241	0.8951805571
242	0.8950797868
243	0.8949504822
244	0.8948231405
245	0.8946731658
246	0.8945968853
247	0.8945011292
248	0.8943849166
249	0.894272403
250	0.8941796916
251	0.8941135385
252	0.8940207153
253	0.8939176079
254	0.8938262233
255	0.8937746258
256	0.8936901482
257	0.8935682658
258	0.893471287
259	0.8933289516
260	0.8932448554
261	0.8931186892
262	0.8930375191
263	0.8929525452
264	0.8928505601
265	0.892738525
266	0.8926711683
267	0.8925649893
268	0.8924309537
269	0.892314207
270	0.8921732127
271	0.892089327
272	0.8919777019
273	0.8918939671
274	0.8918014858
275	0.8916866183
276	0.8915779162
277	0.8914700706
278	0.8913417927
279	0.8912710805
280	0.8911798616
281	0.8910088736
282	0.8908477854
283	0.8907435517
284	0.8906468343
285	0.8905399395
286	0.8904127078
287	0.8903079241
288	0.8901868289
289	0.8900406637
290	0.8899591353
291	0.8898445607
292	0.889708831
293	0.8896283865
294	0.8894922735
295	0.8893827884
296	0.8892483967
297	0.889166647
298	0.8890394252
299	0.8889337545
300	0.888855412
301	0.8887846114
302	0.8886602738
303	0.8885931343
304	0.8885199096
305	0.8883741266
306	0.8882266224
307	0.8881253425
308	0.8880061385
309	0.8879315812
310	0.8877788961
311	0.887654638
312	0.8875638009
313	0.8874424151
314	0.8872947872
315	0.8872041679
316	0.8871235548
317	0.8869990712
318	0.8868773485
319	0.8867644129
320	0.8866044428
321	0.8865012158
322	0.8864028974
323	0.8862807633
324	0.8861741538
325	0.8860316139
326	0.8859370752
327	0.885810366
328	0.8856858033
329	0.8855595082
330	0.8854053291
331	0.8852804949
332	0.8851618722
333	0.8850363215
334	0.8849714897
335	0.8848476384
336	0.8847706384
337	0.8847027535
338	0.8845919389
339	0.8845071642
340	0.8844419237
341	0.8843132203
342	0.8841858401
343	0.8840919506
344	0.8840022305
345	0.8839328856
346	0.8837801749
347	0.8836478798
348	0.8835207599
349	0.8833456478
350	0.8831970465
351	0.8831268742
352	0.8830465337
353	0.8829309741
354	0.8828188158
355	0.8826997412
356	0.8826194726
357	0.8825096701
358	0.8823938502
359	0.8823187456
360	0.8822056278
361	0.8820998457
362	0.8820039992
363	0.8818842709
364	0.8818140236
365	0.8817276745
366	0.8816803345
367	0.8815903588
368	0.881498677
369	0.8814201361
370	0.8813352603
371	0.8812463622
372	0.8811210925
373	0.8809992867
374	0.8809388851
375	0.8808695385
376	0.8807569964
377	0.8806451665
378	0.8805943909
379	0.8805144198
380	0.8804244397
381	0.8802820064
382	0.8801962905
383	0.8800545409
384	0.8799647461
385	0.8798493453
386	0.879736259
387	0.879654576
388	0.8795304283
389	0.8793975122
390	0.8792950817
391	0.8791409318
392	0.8790407324
393	0.8789024274
394	0.8787927271
395	0.8787086792
396	0.878603948
397	0.8784850592
398	0.8784156487
399	0.8783375112
400	0.8782540199
401	0.8781476592
402	0.8780117586
403	0.8779396646
404	0.8778425943
405	0.8776969973
406	0.8775719762
407	0.8774656731
408	0.877394998
409	0.8772946601
410	0.8771952224
411	0.8771274902
412	0.8770174902
413	0.8769133931
414	0.87683614
415	0.8767373845
416	0.8766590649
417	0.876546183
418	0.8764305867
419	0.8763149558
420	0.8761633916
421	0.8760754201
422	0.8760073838
423	0.8759283705
424	0.875870988
425	0.8758066672
426	0.8757054106
427	0.8755989299
428	0.8754533449
429	0.8753688661
430	0.8752225659
431	0.875125054
432	0.8750023174
433	0.874872002
434	0.8748082545
435	0.8747306784
436	0.874636274
437	0.8745643167
438	0.8744589435
439	0.8743542889
440	0.8742462888
441	0.8741557244
442	0.8740726299
443	0.8739703393
444	0.8738769998
445	0.8737752407
446	0.8736815783
447	0.8735757614
448	0.8734513208
449	0.8733509006
450	0.873254964
451	0.8731404182
452	0.8730675074
453	0.8729860109
454	0.8728763254
455	0.8727507136
456	0.8726515538
457	0.8725224117
458	0.8724333791
459	0.8723564778
460	0.8722379896
461	0.8721386521
462	0.8720463031
463	0.8719174535
464	0.8718380213
465	0.8717312389
466	0.8716629995
467	0.8714980734
468	0.8714301125
469	0.8713550835
470	0.8712419825
471	0.8711548845
472	0.8710378313
473	0.8709677503
474	0.8708696752
475	0.8707843924
476	0.8706903219
477	0.8706112947
478	0.8704682454
479	0.8703347945
480	0.870225892
481	0.8701285063
482	0.8700119124
483	0.8698973239
484	0.8697828765
485	0.8696728288
486	0.8695880579
487	0.869512487
488	0.8694254172
489	0.8693000086
490	0.8691804315
491	0.8691282737
492	0.8689814467
493	0.8688905425
494	0.8688285227
495	0.8687257764
496	0.8686460948
497	0.8685389661
498	0.8684487253
499	0.8683016052
500	0.8681972164
501	0.8681200594
502	0.8680301995
503	0.86789449
504	0.8677666517
505	0.8676598524
506	0.8675444809
507	0.867429131
508	0.8673374723
509	0.8672514303
510	0.8671844219
511	0.8671032697
512	0.867016403
513	0.8669141344
514	0.8668420498
515	0.8667424533
516	0.8666503
517	0.8665527034
518	0.8664752952
519	0.86635586
520	0.8662181097
521	0.8661188627
522	0.866033176
523	0.8659154951
524	0.8658056238
525	0.8656849758
526	0.865571431
527	0.8654573821
528	0.8653724896
529	0.8652630665
530	0.8651779304
531	0.8650579288
532	0.8650142996
533	0.8649106908
534	0.8648238041
535	0.8646804228
536	0.864614041
537	0.8645007044
538	0.8644108174
539	0.8643175015
540	0.8642078536
541	0.8641492743
542	0.8640337236
543	0.8639197686
544	0.8638295961
545	0.8637200252
546	0.8635381985
547	0.8634662957
548	0.8633509626
549	0.8632345712
550	0.8631438066
551	0.8630903408
552	0.8630113824
553	0.862908196
554	0.8628249244
555	0.8626792503
556	0.8626411685
557	0.8625657745
558	0.8625043878
559	0.8624480407
560	0.8623567265
561	0.8622739379
562	0.8621524247
563	0.8620989924
564	0.862035727
565	0.8619416286
566	0.8619047427
567	0.8618378758
568	0.861746813
569	0.8616640869
570	0.8615898858
571	0.8614820977
572	0.8613868061
573	0.8612657233
574	0.8611557387
575	0.861067501
576	0.8609613793
577	0.8608919433
578	0.8607927713
579	0.860729704
580	0.8605974375
581	0.8604524996
582	0.860374811
583	0.8602800881
584	0.8601513423
585	0.8600347217
586	0.8599545793
587	0.8598586214
588	0.8597307308
589	0.8596418716
590	0.8595619587
591	0.85945058
592	0.8593732408
593	0.8593049166
594	0.8591823135
595	0.8591277804
596	0.8590627158
597	0.8589811546
598	0.8588694238
599	0.8587954955
600	0.8586928969
601	0.8585996412
602	0.8584992286
603	0.8583992604
604	0.8583229634
605	0.8582230134
606	0.8581031417
607	0.858006906
608	0.857927941
609	0.8578104782
610	0.8576538714
611	0.8575633931
612	0.8575045909
613	0.857401936
614	0.8573228829
615	0.8572490202
616	0.857171978
617	0.8571151095
618	0.8570555797
619	0.8569498738
620	0.8568318975
621	0.8567738534
622	0.856709141
623	0.8566351592
624	0.8565442629
625	0.8564448997
626	0.8563716581
627	0.856296449
628	0.8561958879
629	0.8560806148
630	0.8559478083
631	0.8558239837
632	0.8557648541
633	0.8556258213
634	0.8555510867
635	0.8554895172
636	0.8553995852
637	0.8553394441
638	0.8552468003
639	0.8551531063
640	0.8550705859
641	0.8550021678
642	0.8549095387
643	0.8548297012
644	0.854747276
645	0.8546667424
646	0.8545826364
647	0.8544738676
648	0.8543601447
649	0.8542673447
650	0.8542016989
651	0.8540979471
652	0.8540068873
653	0.8539088085
654	0.8537949039
655	0.8536773574
656	0.8535927956
657	0.8535201594
658	0.8534175192
659	0.8532974181
660	0.8532207309
661	0.8531306005
662	0.8530648055
663	0.852939689
664	0.8528062597
665	0.8527061695
666	0.8525979859
667	0.8524909127
668	0.8523917331
669	0.8522958019
670	0.8522187033
671	0.8521131276
672	0.8520114477
673	0.8519291258
674	0.8518550595
675	0.8517343112
676	0.8516177945
677	0.8514611778
678	0.8513717962
679	0.8513029109
680	0.8512409316
681	0.8511522745
682	0.8510936048
683	0.8509823679
684	0.8508822729
685	0.8508129029
686	0.8507349665
687	0.8506037262
688	0.8505197632
689	0.8504470786
690	0.8503777658
691	0.850275548
692	0.8501363469
693	0.8499716145
694	0.8498767448
695	0.8497677096
696	0.8496888429
697	0.8496148176
698	0.8495414721
699	0.8494855326
700	0.8494276944
701	0.8493455921
702	0.8492436352
703	0.8491199216
704	0.8490719267
705	0.8489660009
706	0.8488736277
707	0.8487827833
708	0.848731741
709	0.8486567238
710	0.8485695194
711	0.8484718449
712	0.8484029663
713	0.8482971956
714	0.848217473
715	0.8481391696
716	0.8480246037
717	0.8479581573
718	0.8478628892
719	0.8477866969
720	0.8476863702
721	0.8475897182
722	0.8475070683
723	0.8474533506
724	0.847403312
725	0.8473264456
726	0.8472278198
727	0.8471353457
728	0.8470326886
729	0.8469302472
730	0.8468348328
731	0.8467450104
732	0.8466320397
733	0.846525405
734	0.8464491867
735	0.8463289323
736	0.8461930266
737	0.8460832299
738	0.8459996711
739	0.8459013866
740	0.8458129212
741	0.8457312226
742	0.8456268013
743	0.8455298695
744	0.8454307075
745	0.8453574628
746	0.845283317
747	0.8452043199
748	0.8451296742
749	0.8450088708
750	0.8449380177
751	0.8447996884
752	0.8446763342
753	0.8445539047
754	0.8444471798
755	0.844360081
756	0.8442722461
757	0.8441161538
758	0.8440190897
759	0.8439294113
760	0.8438718658
761	0.843750778
762	0.8437024826
763	0.8436258333
764	0.8435477402
765	0.8434101528
766	0.8433263739
767	0.8432037686
768	0.8431188644
769	0.8430194307
770	0.8429227762
771	0.8428295047
772	0.8426955068
773	0.8426035975
774	0.8424793897
775	0.8423973927
776	0.8423431865
777	0.8422825592
778	0.8422081373
779	0.842090982
780	0.84198545
781	0.8419061113
782	0.8417609689
783	0.8416896402
784	0.8416034828
785	0.8415219973
786	0.841455755
787	0.8413664334
788	0.8412816242
789	0.8411950973
790	0.8410881463
791	0.841003009
792	0.8409248646
793	0.8408424277
794	0.840757051
795	0.8406782649
796	0.8405987636
797	0.8405223665
798	0.8404027882
799	0.8403064107
800	0.8402248268
801	0.8401343486
802	0.8400741958
803	0.8399616069
804	0.8398714945
805	0.8397637062
806	0.8396553102
807	0.8395730878
808	0.8395162897
809	0.8394343349
810	0.8393405167
811	0.8392384213
812	0.839164584
813	0.839067885
814	0.8389510038
815	0.8389069366
816	0.8388136346
817	0.8387426358
818	0.8386282947
819	0.8385653586
820	0.8384696815
821	0.8383765245
822	0.8382347509
823	0.8381846073
824	0.8381323516
825	0.8380542722
826	0.8379772215
827	0.8378901217
828	0.8378241035
829	0.837743022
830	0.8376821146
831	0.8376056537
832	0.8375462191
833	0.8374125479
834	0.8373483338
835	0.837228657
836	0.8371337731
837	0.8370526726
838	0.8369629877
839	0.836894645
840	0.8367949695
841	0.8367158557
842	0.8365733344
843	0.8364889396
844	0.8363674522
845	0.8362831924
846	0.8362349164
847	0.8361799636
848	0.8360639776
849	0.8360136677
850	0.8359171384
851	0.8358240726
852	0.8357370439
853	0.835666994
854	0.8355657595
855	0.8354792881
856	0.8354016016
857	0.8352830153
858	0.8352315138
859	0.8351228254
860	0.8350530661
861	0.8349724039
862	0.8348771163
863	0.8348141673
864	0.8347400929
865	0.8346325045
866	0.8345651698
867	0.8345034669
868	0.8343964361
869	0.8343043476
870	0.8341796637
871	0.8341082754
872	0.8340200641
873	0.8339091834
874	0.8338098129
875	0.8337486612
876	0.8336542995
877	0.833567009
878	0.8334615331
879	0.833339604
880	0.8332613677
881	0.8331641624
882	0.8330561017
883	0.8329742045
884	0.8328685106
885	0.8327650123
886	0.8326668578
887	0.8325662915
888	0.8324647515
889	0.8323750039
890	0.8322527782
891	0.8321798524
892	0.8321106427
893	0.8319956652
894	0.8319007911
895	0.83182146
896	0.8317050923
897	0.831620817
898	0.8315419829
899	0.8314617591
900	0.8313643456
901	0.8312843415
902	0.8311464154
903	0.8310396851
904	0.8308988236
905	0.8308048066
906	0.8306680456
907	0.8305673736
908	0.8304476665
909	0.8303823207
910	0.8303030508
911	0.8301728561
912	0.8301300352
913	0.8300692981
914	0.8299966862
915	0.8298922124
916	0.8298131609
917	0.8297576045
918	0.8296919615
919	0.8296026355
920	0.8295294031
921	0.8294491916
922	0.8293865623
923	0.8292807572
924	0.8292035968
925	0.8290824662
926	0.8289907712
927	0.8289077511
928	0.8288544186
929	0.8287447029
930	0.8286776241
931	0.8286006801
932	0.8284974081
933	0.8284338273
934	0.8283223243
935	0.828200725
936	0.8281114824
937	0.8280674835
938	0.8279631484
939	0.8278636916
940	0.827772087
941	0.8276539426
942	0.8275513464
943	0.8274293769
944	0.8273678284
945	0.8272690702
946	0.8271698031
947	0.8270598309
948	0.8269734652
949	0.826865659
950	0.8267794718
951	0.8267180456
952	0.8266278796
953	0.8265116586
954	0.8264439439
955	0.8263297023
956	0.8262675585
957	0.8261395149
958	0.8260833406
959	0.8260117632
960	0.8259171363
961	0.8257789723
962	0.8256810865
963	0.8255298654
964	0.8254109761
965	0.825337711
966	0.8252572989
967	0.8251140222
968	0.8250225666
969	0.8249230776
970	0.8248417791
971	0.8247916663
972	0.8246871795
973	0.8246229065
974	0.8245070641
975	0.8244059387
976	0.8242890803
977	0.8242135391
978	0.8241522572
979	0.8240949428
980	0.8240079683
981	0.8238947385
982	0.8238143604
983	0.8237141077
984	0.8235865592
985	0.8235184565
986	0.8234622661
987	0.8233914898
988	0.8233233448
989	0.8232432252
990	0.8231454209
991	0.8230695046
992	0.8229911828
993	0.8228859493
994	0.8227913848
995	0.822673105
996	0.8226086106
997	0.8224906367
998	0.8224305202
999	0.8223292775
